latitude,longitude,drugdrink,misdemean,theft,violent,total,drugdrinkct,misdemeanct,theftct,violentct,totalct
37.736,-122.502,0,0,0,1,0,0,2,0,2,4
37.736,-122.501,0,0,0,0,0,0,1,1,0,2
37.736,-122.5,0,0,0,1,0,0,2,0,1,3
37.736,-122.498,0,1,0,0,0,0,3,3,0,6
37.736,-122.497,0,0,0,0,0,0,1,3,0,4
37.736,-122.496,0,0,0,0,0,0,2,1,0,3
37.736,-122.495,0,0,0,0,0,0,1,0,0,1
37.736,-122.494,0,0,0,0,0,0,2,0,0,2
37.736,-122.493,0,0,0,0,0,0,1,1,0,2
37.736,-122.491,0,0,0,0,0,0,2,1,0,3
37.736,-122.47,1,1,0,1,0,1,4,0,1,6
37.736,-122.469,0,0,0,0,0,0,0,1,0,1
37.736,-122.468,0,0,0,1,0,0,1,2,1,4
37.736,-122.467,0,0,0,0,0,0,1,0,0,1
37.736,-122.466,0,0,0,0,0,0,2,1,0,3
37.736,-122.465,0,0,0,0,0,0,1,3,0,4
37.736,-122.462,0,0,0,0,0,0,0,1,0,1
37.736,-122.461,0,0,0,0,0,0,1,1,0,2
37.736,-122.457,0,0,1,0,0,0,1,4,0,5
37.736,-122.456,0,0,0,0,0,0,1,1,0,2
37.736,-122.454,0,0,0,0,0,0,1,0,0,1
37.736,-122.453,0,0,0,1,0,0,0,1,1,2
37.736,-122.452,0,0,0,0,0,0,2,1,0,3
37.736,-122.449,0,0,1,0,0,0,1,4,0,5
37.736,-122.448,2,2,1,4,2,3,10,9,5,27
37.736,-122.447,0,0,0,0,0,0,0,2,0,2
37.736,-122.446,0,1,1,0,1,0,4,4,0,8
37.736,-122.442,0,0,0,0,0,0,2,1,0,3
37.736,-122.44,0,1,0,0,0,0,3,1,0,4
37.736,-122.439,0,1,0,0,0,0,3,2,0,5
37.736,-122.438,0,0,0,0,0,0,1,3,0,4
37.736,-122.437,0,0,0,1,0,0,0,1,1,2
37.736,-122.436,0,0,0,0,0,0,0,1,0,1
37.736,-122.435,0,0,0,0,0,0,0,3,0,3
37.736,-122.434,0,0,0,0,0,0,0,2,0,2
37.736,-122.432,0,0,0,0,0,0,0,2,0,2
37.736,-122.431,0,1,0,0,0,0,3,1,0,4
37.736,-122.43,0,1,1,1,1,0,3,7,1,11
37.736,-122.429,0,0,0,0,0,0,1,0,0,1
37.736,-122.428,0,1,0,0,0,0,4,2,0,6
37.736,-122.426,0,1,1,2,1,0,3,5,3,11
37.736,-122.425,0,1,0,1,0,0,3,1,2,6
37.736,-122.424,1,4,1,10,3,2,18,6,14,40
37.736,-122.423,0,0,0,1,0,0,2,3,1,6
37.736,-122.422,1,3,0,2,2,2,12,3,3,20
37.736,-122.421,0,0,0,0,0,0,1,0,0,1
37.736,-122.42,0,0,0,0,0,0,1,1,0,2
37.736,-122.418,0,2,1,3,2,0,10,7,4,21
37.736,-122.417,0,1,0,0,1,0,4,3,0,7
37.736,-122.415,0,0,1,0,0,0,0,4,0,4
37.736,-122.414,0,1,1,0,1,0,5,4,0,9
37.736,-122.413,0,0,0,0,0,0,1,3,0,4
37.736,-122.412,1,1,1,1,1,1,3,6,1,11
37.736,-122.411,0,2,0,2,1,0,8,1,3,12
37.736,-122.41,0,0,0,0,0,0,1,1,0,2
37.736,-122.409,0,1,1,0,1,0,6,6,0,12
37.736,-122.406,0,0,0,0,0,0,2,2,0,4
37.736,-122.403,0,0,0,0,0,0,1,3,0,4
37.736,-122.402,1,3,1,6,3,1,14,10,8,33
37.736,-122.401,0,0,0,2,0,0,1,0,3,4
37.736,-122.4,0,0,0,0,0,0,1,1,0,2
37.736,-122.399,1,3,1,5,2,1,12,7,7,27
37.736,-122.398,0,1,0,0,0,0,3,0,0,3
37.736,-122.397,0,0,0,0,0,0,2,0,0,2
37.736,-122.396,1,0,0,1,0,1,1,2,1,5
37.736,-122.395,0,2,1,4,2,0,10,5,6,21
37.736,-122.394,0,3,1,0,2,0,13,7,0,20
37.736,-122.393,1,3,1,8,2,1,12,4,11,28
37.736,-122.392,3,4,0,1,2,5,19,3,2,29
37.736,-122.391,3,2,0,2,1,4,8,1,3,16
37.736,-122.39,13,26,3,14,14,20,117,23,19,179
37.736,-122.389,0,3,1,7,2,0,15,6,9,30
37.736,-122.388,0,1,0,1,1,0,4,3,2,9
37.736,-122.387,1,2,1,1,1,1,8,5,1,15
37.736,-122.386,1,1,1,3,2,1,5,9,4,19
37.736,-122.385,1,0,1,0,1,1,2,4,0,7
37.736,-122.383,1,11,1,22,7,1,47,6,30,84
37.736,-122.379,1,5,1,6,3,1,23,6,8,38
37.736,-122.377,0,1,0,0,0,0,3,1,0,4
37.737,-122.506,0,0,1,0,1,0,2,5,0,7
37.737,-122.505,0,0,0,0,0,0,2,3,0,5
37.737,-122.504,0,0,0,1,0,0,2,2,1,5
37.737,-122.503,0,0,0,0,0,0,2,0,0,2
37.737,-122.501,0,0,0,0,0,0,1,2,0,3
37.737,-122.5,1,1,0,0,1,1,5,2,0,8
37.737,-122.498,0,0,0,0,0,0,1,1,0,2
37.737,-122.497,0,0,0,0,0,0,1,1,0,2
37.737,-122.495,0,0,0,0,0,0,1,0,0,1
37.737,-122.493,0,0,0,0,0,0,0,1,0,1
37.737,-122.492,0,0,0,0,0,0,1,2,0,3
37.737,-122.491,0,0,0,0,0,0,1,1,0,2
37.737,-122.489,0,0,0,0,0,0,2,0,0,2
37.737,-122.488,0,0,0,0,0,0,1,0,0,1
37.737,-122.487,0,0,0,0,0,0,2,2,0,4
37.737,-122.486,0,0,0,0,0,0,2,1,0,3
37.737,-122.482,0,0,0,0,0,0,1,0,0,1
37.737,-122.481,0,0,0,1,0,0,0,0,1,1
37.737,-122.48,0,2,0,0,1,0,8,2,0,10
37.737,-122.478,0,0,0,0,0,0,0,2,0,2
37.737,-122.477,0,0,0,0,0,0,1,1,0,2
37.737,-122.476,0,0,0,0,0,0,0,1,0,1
37.737,-122.475,0,2,0,2,1,0,10,1,3,14
37.737,-122.471,0,0,0,0,0,0,1,1,0,2
37.737,-122.47,0,0,1,0,0,0,1,4,0,5
37.737,-122.469,0,0,0,0,0,0,1,0,0,1
37.737,-122.466,0,1,0,1,0,0,3,0,2,5
37.737,-122.465,0,1,0,0,0,0,3,0,0,3
37.737,-122.463,0,0,0,0,0,0,0,2,0,2
37.737,-122.462,0,0,0,1,0,0,2,0,1,3
37.737,-122.46,0,0,0,0,0,0,0,2,0,2
37.737,-122.457,0,1,0,1,1,0,4,2,1,7
37.737,-122.453,0,0,1,1,0,0,0,4,1,5
37.737,-122.452,0,0,0,0,0,0,2,1,0,3
37.737,-122.451,0,1,0,0,0,0,3,2,0,5
37.737,-122.45,0,0,0,0,0,0,0,1,0,1
37.737,-122.449,0,0,0,0,0,0,0,1,0,1
37.737,-122.448,0,1,0,0,0,0,3,1,0,4
37.737,-122.447,0,0,0,0,0,0,0,1,0,1
37.737,-122.44,1,0,1,0,1,2,0,5,0,7
37.737,-122.439,0,0,0,0,0,0,1,2,0,3
37.737,-122.438,0,1,1,0,1,0,3,7,0,10
37.737,-122.437,0,1,1,0,1,0,3,5,0,8
37.737,-122.436,0,0,0,0,0,0,0,3,0,3
37.737,-122.435,0,1,0,0,1,0,6,1,0,7
37.737,-122.434,0,1,1,0,1,0,5,4,0,9
37.737,-122.433,0,0,0,0,0,0,2,1,0,3
37.737,-122.431,0,2,1,1,1,0,7,4,2,13
37.737,-122.43,0,1,0,0,1,0,4,3,0,7
37.737,-122.429,0,0,0,1,0,0,1,2,2,5
37.737,-122.428,0,0,0,1,0,0,2,3,1,6
37.737,-122.427,0,1,0,0,0,0,3,2,0,5
37.737,-122.426,0,0,0,1,0,0,2,1,1,4
37.737,-122.425,0,1,0,0,1,0,4,3,0,7
37.737,-122.424,2,5,1,4,3,3,22,4,6,35
37.737,-122.422,0,3,1,1,2,0,15,4,2,21
37.737,-122.421,0,1,0,1,1,0,5,3,2,10
37.737,-122.419,0,0,0,0,0,0,0,2,0,2
37.737,-122.418,0,0,0,0,0,0,2,1,0,3
37.737,-122.417,0,0,1,2,1,0,2,8,3,13
37.737,-122.416,0,0,0,0,0,0,1,1,0,2
37.737,-122.415,1,2,1,0,1,1,8,4,0,13
37.737,-122.414,0,0,0,1,0,0,1,3,1,5
37.737,-122.413,0,2,1,2,1,0,10,4,3,17
37.737,-122.412,0,0,0,0,0,0,0,3,0,3
37.737,-122.411,0,0,0,0,0,0,0,1,0,1
37.737,-122.41,0,1,1,7,2,0,6,7,10,23
37.737,-122.409,0,0,1,0,1,0,2,5,0,7
37.737,-122.407,0,0,0,0,0,0,1,0,0,1
37.737,-122.406,0,1,0,0,0,0,3,0,0,3
37.737,-122.405,0,0,0,0,0,0,0,2,0,2
37.737,-122.404,0,0,0,0,0,0,1,2,0,3
37.737,-122.4,0,1,0,1,0,0,3,0,2,5
37.737,-122.399,0,1,1,1,1,0,4,4,1,9
37.737,-122.398,0,0,0,1,0,0,0,2,2,4
37.737,-122.397,1,2,1,3,2,1,10,8,4,23
37.737,-122.396,0,1,0,1,1,0,4,2,2,8
37.737,-122.395,1,1,0,3,1,1,6,2,4,13
37.737,-122.394,1,2,2,2,2,1,8,11,3,23
37.737,-122.393,2,5,1,2,2,3,21,4,3,31
37.737,-122.392,0,3,0,1,2,0,15,3,2,20
37.737,-122.391,7,5,1,4,3,10,21,7,6,44
37.737,-122.39,11,14,2,12,9,16,63,16,16,111
37.737,-122.389,0,3,1,3,2,0,13,6,4,23
37.737,-122.388,0,1,0,0,1,0,5,3,0,8
37.737,-122.387,0,1,1,0,1,0,4,4,0,8
37.737,-122.386,0,0,0,0,0,0,2,2,0,4
37.737,-122.385,0,3,0,9,2,0,13,3,12,28
37.737,-122.384,0,0,0,0,0,0,1,1,0,2
37.737,-122.383,1,4,1,10,3,1,16,5,13,35
37.737,-122.379,0,0,0,0,0,0,2,1,0,3
37.738,-122.506,0,0,0,0,0,0,1,0,0,1
37.738,-122.505,0,0,0,0,0,0,2,1,0,3
37.738,-122.504,0,0,0,0,0,0,1,0,0,1
37.738,-122.503,0,0,0,0,0,0,0,2,0,2
37.738,-122.502,0,0,0,1,0,0,2,0,1,3
37.738,-122.501,1,0,0,1,0,1,1,0,1,3
37.738,-122.5,0,1,0,0,0,0,3,2,0,5
37.738,-122.499,0,0,0,2,0,0,0,0,3,3
37.738,-122.498,0,0,0,0,0,0,2,0,0,2
37.738,-122.497,0,1,0,0,0,0,3,1,0,4
37.738,-122.496,0,0,0,0,0,0,1,0,0,1
37.738,-122.495,0,0,0,0,0,0,1,1,0,2
37.738,-122.494,0,1,0,1,1,0,4,2,1,7
37.738,-122.492,0,0,0,1,0,0,2,2,1,5
37.738,-122.491,0,1,0,1,0,0,3,0,1,4
37.738,-122.49,0,0,0,1,0,0,2,2,2,6
37.738,-122.489,0,0,0,0,0,0,2,0,0,2
37.738,-122.488,0,0,1,0,1,0,2,5,0,7
37.738,-122.485,0,16,0,2,6,0,72,0,3,75
37.738,-122.483,0,0,0,1,0,0,2,2,1,5
37.738,-122.482,0,0,0,0,0,0,0,1,0,1
37.738,-122.481,1,0,0,1,0,1,2,0,1,4
37.738,-122.48,0,2,0,0,1,0,8,1,0,9
37.738,-122.479,0,0,0,0,0,0,1,1,0,2
37.738,-122.478,0,0,0,0,0,0,1,1,0,2
37.738,-122.477,1,0,0,0,0,1,1,1,0,3
37.738,-122.476,0,0,0,0,0,0,1,3,0,4
37.738,-122.475,0,1,0,0,0,0,4,1,0,5
37.738,-122.474,0,1,1,1,1,0,3,4,2,9
37.738,-122.473,0,1,0,1,1,0,4,1,2,7
37.738,-122.472,0,0,0,0,0,0,0,1,0,1
37.738,-122.471,0,0,0,0,0,0,1,0,0,1
37.738,-122.47,0,0,0,0,0,0,0,3,0,3
37.738,-122.469,1,1,1,1,1,1,5,5,1,12
37.738,-122.467,0,0,0,0,0,0,1,2,0,3
37.738,-122.466,0,0,0,0,0,0,0,1,0,1
37.738,-122.465,0,0,0,0,0,0,0,3,0,3
37.738,-122.464,0,1,2,0,1,0,3,12,0,15
37.738,-122.463,0,0,0,0,0,0,0,3,0,3
37.738,-122.462,0,0,0,0,0,0,1,1,0,2
37.738,-122.459,0,0,0,0,0,0,0,1,0,1
37.738,-122.457,0,0,0,1,0,0,1,2,1,4
37.738,-122.452,0,0,0,0,0,0,1,0,0,1
37.738,-122.449,0,0,1,0,0,0,0,4,0,4
37.738,-122.447,0,0,0,0,0,0,0,1,0,1
37.738,-122.446,0,0,0,0,0,0,0,2,0,2
37.738,-122.445,0,0,0,0,0,0,0,2,0,2
37.738,-122.44,0,0,0,0,0,0,0,2,0,2
37.738,-122.439,0,2,0,0,1,0,7,3,0,10
37.738,-122.438,0,0,1,0,0,0,0,4,0,4
37.738,-122.437,0,0,0,0,0,0,1,2,0,3
37.738,-122.436,0,0,0,0,0,0,1,2,0,3
37.738,-122.433,0,1,1,4,1,0,4,8,5,17
37.738,-122.432,0,0,0,0,0,0,2,2,0,4
37.738,-122.431,0,0,0,0,0,0,1,0,0,1
37.738,-122.43,0,0,0,0,0,0,0,3,0,3
37.738,-122.429,0,0,0,1,0,0,0,0,2,2
37.738,-122.428,1,2,0,1,1,1,9,1,2,13
37.738,-122.427,0,0,1,1,1,0,0,5,2,7
37.738,-122.426,0,0,0,0,0,0,0,1,0,1
37.738,-122.425,0,0,0,0,0,0,1,1,0,2
37.738,-122.424,0,2,0,4,1,0,8,2,5,15
37.738,-122.423,0,2,0,1,1,0,9,1,1,11
37.738,-122.422,0,1,1,8,2,0,5,8,11,24
37.738,-122.42,0,0,0,0,0,0,0,1,0,1
37.738,-122.419,0,0,1,1,1,0,1,4,2,7
37.738,-122.418,0,0,0,0,0,0,0,2,0,2
37.738,-122.417,0,1,0,2,1,0,4,3,3,10
37.738,-122.416,0,1,1,1,1,0,3,4,1,8
37.738,-122.415,0,0,1,2,1,0,1,7,3,11
37.738,-122.414,0,0,0,0,0,0,0,1,0,1
37.738,-122.413,0,1,0,0,0,0,3,1,0,4
37.738,-122.412,0,1,0,0,1,0,5,3,0,8
37.738,-122.411,0,2,1,1,1,0,10,6,1,17
37.738,-122.41,0,1,0,1,1,0,6,3,2,11
37.738,-122.408,0,0,0,0,0,0,0,1,0,1
37.738,-122.407,1,4,0,4,2,1,20,3,5,29
37.738,-122.406,0,5,0,0,2,0,21,1,0,22
37.738,-122.405,0,2,1,0,1,0,7,6,0,13
37.738,-122.403,0,0,0,0,0,0,2,1,0,3
37.738,-122.402,0,0,1,0,1,0,2,5,0,7
37.738,-122.401,0,0,1,1,1,0,2,4,1,7
37.738,-122.4,0,3,1,2,2,0,12,7,3,22
37.738,-122.399,0,0,0,0,0,0,0,1,0,1
37.738,-122.398,0,1,0,1,1,0,6,0,1,7
37.738,-122.397,0,1,1,1,1,0,4,4,1,9
37.738,-122.396,1,2,1,4,2,1,10,4,6,21
37.738,-122.395,0,0,0,1,0,0,1,2,1,4
37.738,-122.393,0,2,0,1,1,0,7,2,1,10
37.738,-122.392,1,0,0,0,0,2,1,2,0,5
37.738,-122.391,4,5,2,6,4,6,24,12,8,50
37.738,-122.39,1,5,1,12,4,2,23,9,16,50
37.738,-122.389,0,2,1,1,1,0,10,4,1,15
37.738,-122.388,0,0,0,1,0,0,2,0,1,3
37.738,-122.387,0,0,0,1,0,0,2,1,1,4
37.738,-122.386,0,2,0,3,1,0,7,2,4,13
37.738,-122.385,1,3,1,4,2,1,12,10,6,29
37.738,-122.384,0,0,0,0,0,0,2,3,0,5
37.738,-122.383,0,0,0,0,0,0,0,1,0,1
37.738,-122.382,2,4,1,6,3,3,16,10,8,37
37.738,-122.38,0,1,0,0,1,0,4,3,0,7
37.738,-122.379,0,1,0,1,1,0,6,1,1,8
37.738,-122.378,0,1,0,0,0,0,3,1,0,4
37.739,-122.506,0,1,0,0,0,0,3,0,0,3
37.739,-122.505,0,0,0,0,0,0,1,0,0,1
37.739,-122.504,0,0,0,0,0,0,2,1,0,3
37.739,-122.503,0,0,0,0,0,0,1,1,0,2
37.739,-122.502,0,0,0,2,0,0,1,0,3,4
37.739,-122.501,0,0,0,1,0,0,1,0,1,2
37.739,-122.5,0,0,0,1,0,0,0,1,1,2
37.739,-122.499,0,0,0,1,0,0,2,1,2,5
37.739,-122.498,0,0,0,0,0,0,2,0,0,2
37.739,-122.497,0,1,0,0,0,0,3,3,0,6
37.739,-122.496,0,0,0,0,0,0,1,0,0,1
37.739,-122.495,0,0,0,0,0,0,0,2,0,2
37.739,-122.494,0,0,0,0,0,0,0,1,0,1
37.739,-122.493,0,0,0,0,0,0,0,2,0,2
37.739,-122.492,0,0,0,0,0,0,1,0,0,1
37.739,-122.491,0,0,0,1,0,0,2,3,1,6
37.739,-122.49,0,1,0,1,0,0,5,0,1,6
37.739,-122.489,0,0,0,0,0,0,1,1,0,2
37.739,-122.488,0,0,0,1,0,0,1,0,1,2
37.739,-122.487,0,0,0,0,0,0,1,0,0,1
37.739,-122.486,0,14,1,8,6,0,61,4,11,76
37.739,-122.485,0,0,0,0,0,0,1,1,0,2
37.739,-122.484,0,0,0,0,0,0,0,1,0,1
37.739,-122.483,0,1,0,1,0,0,3,0,1,4
37.739,-122.482,0,0,0,0,0,0,1,3,0,4
37.739,-122.481,0,0,0,0,0,0,1,0,0,1
37.739,-122.48,0,1,0,1,1,0,6,0,2,8
37.739,-122.479,0,1,0,1,0,0,3,2,1,6
37.739,-122.478,0,0,0,0,0,0,0,1,0,1
37.739,-122.475,1,1,0,1,1,1,4,1,1,7
37.739,-122.474,0,0,0,0,0,0,1,0,0,1
37.739,-122.473,0,0,0,0,0,0,2,1,0,3
37.739,-122.472,0,0,0,0,0,0,0,2,0,2
37.739,-122.471,0,0,0,0,0,0,1,2,0,3
37.739,-122.47,0,0,0,0,0,0,0,3,0,3
37.739,-122.469,0,0,1,0,0,0,1,4,0,5
37.739,-122.468,1,5,4,5,5,2,23,30,7,62
37.739,-122.467,0,0,0,0,0,0,1,0,0,1
37.739,-122.466,0,0,0,0,0,0,0,1,0,1
37.739,-122.465,0,0,0,1,0,0,0,0,1,1
37.739,-122.463,0,0,0,0,0,0,1,2,0,3
37.739,-122.459,0,0,0,0,0,0,0,1,0,1
37.739,-122.451,0,0,0,0,0,0,2,1,0,3
37.739,-122.449,0,0,0,0,0,0,0,2,0,2
37.739,-122.448,0,1,0,0,0,0,3,1,0,4
37.739,-122.447,0,0,0,0,0,0,1,2,0,3
37.739,-122.446,0,0,0,0,0,0,2,0,0,2
37.739,-122.445,0,0,0,0,0,0,0,1,0,1
37.739,-122.443,0,2,0,1,1,0,9,3,1,13
37.739,-122.438,0,0,0,0,0,0,0,2,0,2
37.739,-122.436,0,1,0,0,0,0,3,1,0,4
37.739,-122.435,0,1,0,0,1,0,6,3,0,9
37.739,-122.434,0,0,1,0,1,0,1,7,0,8
37.739,-122.433,0,0,0,0,0,0,1,0,0,1
37.739,-122.432,0,0,0,0,0,0,0,3,0,3
37.739,-122.431,0,0,0,0,0,0,0,1,0,1
37.739,-122.43,0,0,0,0,0,0,1,1,0,2
37.739,-122.429,0,0,1,0,0,0,1,5,0,6
37.739,-122.428,0,0,0,0,0,0,2,2,0,4
37.739,-122.427,0,1,0,0,0,0,3,3,0,6
37.739,-122.426,0,0,0,0,0,0,2,3,0,5
37.739,-122.425,0,1,1,0,1,0,4,4,0,8
37.739,-122.424,1,1,0,1,1,1,5,2,1,9
37.739,-122.423,0,0,0,0,0,0,2,0,0,2
37.739,-122.42,0,1,0,0,0,0,3,2,0,5
37.739,-122.419,0,1,1,0,1,0,3,6,0,9
37.739,-122.418,0,2,1,0,1,0,7,4,0,11
37.739,-122.417,1,2,3,0,2,2,8,17,0,27
37.739,-122.416,0,2,2,1,2,0,10,13,2,25
37.739,-122.415,0,0,1,1,1,0,2,7,1,10
37.739,-122.414,0,0,0,1,0,0,1,2,2,5
37.739,-122.413,0,2,1,1,1,0,10,5,2,17
37.739,-122.412,0,0,0,1,0,0,0,1,1,2
37.739,-122.411,0,0,1,0,1,0,2,10,0,12
37.739,-122.41,0,0,1,0,0,0,1,4,0,5
37.739,-122.409,1,0,0,1,1,1,2,3,1,7
37.739,-122.407,0,4,4,1,4,0,19,28,2,49
37.739,-122.406,0,0,1,1,1,0,2,4,1,7
37.739,-122.405,0,0,0,0,0,0,1,3,0,4
37.739,-122.404,0,1,1,1,1,0,4,4,1,9
37.739,-122.403,0,1,0,2,0,0,3,0,3,6
37.739,-122.402,0,1,0,1,1,0,6,2,1,9
37.739,-122.401,1,2,1,0,1,1,7,6,0,14
37.739,-122.4,0,1,0,0,0,0,3,1,0,4
37.739,-122.399,1,3,1,4,2,2,15,6,5,28
37.739,-122.398,0,2,0,0,1,0,7,2,0,9
37.739,-122.397,0,0,0,0,0,0,1,2,0,3
37.739,-122.396,0,0,0,0,0,0,0,3,0,3
37.739,-122.392,1,3,0,0,1,1,12,3,0,16
37.739,-122.391,0,3,1,2,2,0,14,6,3,23
37.739,-122.39,0,1,2,1,2,0,6,14,2,22
37.739,-122.389,1,4,1,1,2,1,20,4,2,27
37.739,-122.388,0,1,1,0,1,0,6,5,0,11
37.739,-122.387,0,0,0,1,0,0,0,1,2,3
37.739,-122.386,0,0,0,0,0,0,1,2,0,3
37.739,-122.383,0,0,0,0,0,0,1,1,0,2
37.739,-122.382,0,0,0,0,0,0,0,1,0,1
37.739,-122.381,0,1,0,0,0,0,5,0,0,5
37.74,-122.505,0,0,0,0,0,0,2,0,0,2
37.74,-122.504,0,1,0,0,0,0,3,0,0,3
37.74,-122.502,0,0,0,0,0,0,1,0,0,1
37.74,-122.5,0,0,0,0,0,0,1,0,0,1
37.74,-122.498,0,0,0,1,0,0,1,1,1,3
37.74,-122.496,0,1,0,0,0,0,3,0,0,3
37.74,-122.495,0,0,0,1,0,0,1,0,2,3
37.74,-122.494,1,0,0,0,0,1,2,1,0,4
37.74,-122.491,0,0,0,0,0,0,0,2,0,2
37.74,-122.49,0,0,0,0,0,0,1,2,0,3
37.74,-122.488,0,1,0,0,0,0,5,0,0,5
37.74,-122.487,0,1,0,0,1,0,6,1,0,7
37.74,-122.486,0,0,0,0,0,0,2,0,0,2
37.74,-122.485,0,0,1,1,1,0,2,5,1,8
37.74,-122.484,0,0,0,0,0,0,2,1,0,3
37.74,-122.483,0,0,0,0,0,0,1,3,0,4
37.74,-122.482,0,1,0,1,1,0,4,2,1,7
37.74,-122.481,0,0,0,0,0,0,1,0,0,1
37.74,-122.48,0,0,0,0,0,0,2,2,0,4
37.74,-122.479,0,0,0,0,0,0,1,3,0,4
37.74,-122.478,0,0,0,0,0,0,1,1,0,2
37.74,-122.477,0,1,0,0,0,0,5,1,0,6
37.74,-122.475,0,0,0,1,0,0,2,0,1,3
37.74,-122.474,0,0,0,0,0,0,1,0,0,1
37.74,-122.473,0,0,0,0,0,0,0,1,0,1
37.74,-122.472,0,1,0,0,0,0,3,2,0,5
37.74,-122.471,0,1,1,1,1,0,3,6,2,11
37.74,-122.47,0,0,0,0,0,0,2,0,0,2
37.74,-122.469,0,0,0,0,0,0,1,1,0,2
37.74,-122.468,0,0,0,0,0,0,1,0,0,1
37.74,-122.467,1,1,1,0,1,1,5,6,0,12
37.74,-122.466,1,3,1,4,2,2,13,8,5,28
37.74,-122.465,1,1,0,0,1,1,3,3,0,7
37.74,-122.464,0,0,0,0,0,0,0,2,0,2
37.74,-122.463,0,0,0,0,0,0,1,2,0,3
37.74,-122.462,0,0,0,1,0,0,2,1,1,4
37.74,-122.46,0,0,0,0,0,0,1,0,0,1
37.74,-122.459,0,1,1,1,1,0,6,5,2,13
37.74,-122.457,0,0,0,0,0,0,0,1,0,1
37.74,-122.451,0,0,0,0,0,0,2,2,0,4
37.74,-122.45,0,0,0,0,0,0,2,1,0,3
37.74,-122.448,0,0,0,0,0,0,1,2,0,3
37.74,-122.439,0,1,0,0,0,0,3,2,0,5
37.74,-122.436,0,1,0,0,0,0,4,1,0,5
37.74,-122.434,0,0,0,0,0,0,1,3,0,4
37.74,-122.431,0,1,0,0,0,0,3,1,0,4
37.74,-122.43,0,0,1,0,0,0,0,4,0,4
37.74,-122.429,0,0,1,0,1,0,2,8,0,10
37.74,-122.428,0,1,1,0,1,0,4,4,0,8
37.74,-122.427,0,0,0,0,0,0,0,1,0,1
37.74,-122.426,0,0,1,0,0,0,0,5,0,5
37.74,-122.425,0,0,0,0,0,0,1,1,0,2
37.74,-122.424,3,6,0,0,2,4,26,0,0,30
37.74,-122.423,0,0,0,0,0,0,2,2,0,4
37.74,-122.422,0,0,0,0,0,0,2,3,0,5
37.74,-122.421,0,2,1,2,2,0,11,5,3,19
37.74,-122.42,0,1,1,0,1,0,3,4,0,7
37.74,-122.419,0,0,1,0,0,0,1,5,0,6
37.74,-122.418,0,1,0,1,0,0,3,2,1,6
37.74,-122.417,0,1,1,0,1,0,4,5,0,9
37.74,-122.416,0,1,1,1,1,0,3,4,1,8
37.74,-122.415,0,0,0,2,0,0,0,3,3,6
37.74,-122.413,0,1,1,0,1,0,3,8,0,11
37.74,-122.412,0,0,0,1,1,0,2,3,2,7
37.74,-122.411,0,0,0,1,0,0,1,2,1,4
37.74,-122.41,0,2,1,0,1,0,7,5,0,12
37.74,-122.409,0,0,1,0,1,0,2,5,0,7
37.74,-122.408,1,1,0,1,1,2,5,0,1,8
37.74,-122.407,1,3,1,4,2,1,13,4,6,24
37.74,-122.404,0,1,0,2,1,0,5,2,3,10
37.74,-122.403,0,1,1,2,1,0,4,5,3,12
37.74,-122.401,0,1,1,1,1,0,4,5,1,10
37.74,-122.4,0,2,0,0,1,0,10,1,0,11
37.74,-122.399,0,0,0,0,0,0,1,2,0,3
37.74,-122.398,0,0,0,0,0,0,1,1,0,2
37.74,-122.394,0,0,0,0,0,0,0,1,0,1
37.74,-122.391,3,1,0,1,1,4,4,1,1,10
37.74,-122.39,0,0,0,0,0,0,0,2,0,2
37.74,-122.389,1,4,2,3,3,2,18,12,4,36
37.74,-122.388,0,0,0,0,0,0,2,0,0,2
37.74,-122.387,1,1,1,1,1,2,4,5,1,12
37.74,-122.386,0,1,1,1,1,0,5,5,2,12
37.74,-122.385,0,1,0,0,0,0,3,1,0,4
37.74,-122.384,0,0,1,0,0,0,2,4,0,6
37.74,-122.383,1,2,0,1,1,1,9,2,2,14
37.74,-122.377,0,0,1,0,1,0,1,6,0,7
37.741,-122.507,0,1,1,0,1,0,5,4,0,9
37.741,-122.506,0,2,0,0,1,0,7,1,0,8
37.741,-122.505,0,0,0,0,0,0,2,1,0,3
37.741,-122.504,0,0,0,1,0,0,0,2,2,4
37.741,-122.501,0,0,0,2,0,0,1,0,3,4
37.741,-122.5,0,1,1,0,1,0,6,6,0,12
37.741,-122.499,0,0,0,0,0,0,1,0,0,1
37.741,-122.498,0,1,0,0,0,0,3,2,0,5
37.741,-122.496,0,1,0,0,0,0,3,0,0,3
37.741,-122.495,1,1,0,1,0,1,3,0,1,5
37.741,-122.494,0,0,0,0,0,0,1,0,0,1
37.741,-122.493,0,0,0,0,0,0,2,2,0,4
37.741,-122.492,0,0,0,0,0,0,1,2,0,3
37.741,-122.491,0,0,0,0,0,0,2,0,0,2
37.741,-122.487,0,0,0,0,0,0,1,0,0,1
37.741,-122.486,0,0,0,0,0,0,0,1,0,1
37.741,-122.485,0,0,0,0,0,0,1,0,0,1
37.741,-122.484,1,0,0,0,0,1,1,2,0,4
37.741,-122.483,0,0,0,0,0,0,1,0,0,1
37.741,-122.481,0,0,0,1,0,0,2,0,1,3
37.741,-122.48,0,0,0,1,0,0,2,1,1,4
37.741,-122.479,0,0,0,0,0,0,0,1,0,1
37.741,-122.477,0,0,0,0,0,0,1,1,0,2
