latitude,longitude,drugdrink,misdemean,theft,violent,total,drugdrinkct,misdemeanct,theftct,violentct,totalct
37.753,-122.466,0,0,0,0,0,0,0,1,0,1
37.753,-122.464,0,0,0,0,0,0,1,2,0,3
37.753,-122.459,0,0,0,0,0,0,1,0,0,1
37.753,-122.456,0,1,0,0,0,0,3,0,0,3
37.753,-122.454,0,0,0,0,0,0,0,1,0,1
37.753,-122.452,0,1,0,0,0,0,3,0,0,3
37.753,-122.45,0,0,0,0,0,0,1,2,0,3
37.753,-122.449,0,0,0,0,0,0,2,3,0,5
37.753,-122.448,0,0,0,1,0,0,2,1,2,5
37.753,-122.447,0,0,6,0,4,0,2,43,0,45
37.753,-122.446,0,1,0,0,0,0,3,2,0,5
37.753,-122.444,0,0,0,0,0,0,1,3,0,4
37.753,-122.443,0,2,1,1,1,0,8,8,1,17
37.753,-122.442,0,0,0,0,0,0,2,1,0,3
37.753,-122.441,0,0,0,0,0,0,1,2,0,3
37.753,-122.44,0,1,0,0,0,0,6,0,0,6
37.753,-122.439,0,0,0,0,0,0,0,3,0,3
37.753,-122.438,0,1,1,0,1,0,5,6,0,11
37.753,-122.437,0,0,0,0,0,0,1,2,0,3
37.753,-122.435,0,0,0,0,0,0,0,2,0,2
37.753,-122.434,0,0,0,0,0,0,0,1,0,1
37.753,-122.433,0,0,0,0,0,0,1,0,0,1
37.753,-122.432,0,1,0,0,0,0,3,2,0,5
37.753,-122.431,0,1,1,3,1,0,5,6,4,15
37.753,-122.43,0,0,1,0,0,0,1,4,0,5
37.753,-122.429,0,0,0,0,0,0,1,0,0,1
37.753,-122.428,1,1,1,0,1,1,4,7,0,12
37.753,-122.426,0,2,1,1,1,0,9,5,1,15
37.753,-122.425,0,1,1,0,1,0,6,8,0,14
37.753,-122.424,0,1,1,0,1,0,4,9,0,13
37.753,-122.423,0,1,0,0,0,0,3,3,0,6
37.753,-122.422,1,1,1,1,1,2,3,8,1,14
37.753,-122.421,1,2,2,0,2,1,10,11,0,22
37.753,-122.42,0,0,1,0,0,0,2,4,0,6
37.753,-122.419,2,12,1,7,6,3,52,8,10,73
37.753,-122.418,3,9,2,7,5,4,39,13,9,65
37.753,-122.417,0,15,1,1,6,0,69,8,2,79
37.753,-122.416,0,0,0,0,0,0,2,2,0,4
37.753,-122.415,1,2,1,4,2,1,9,8,6,24
37.753,-122.414,1,5,2,9,4,2,23,12,12,49
37.753,-122.413,1,4,2,6,3,1,18,12,8,39
37.753,-122.412,2,5,2,1,3,3,23,11,2,39
37.753,-122.411,2,4,2,7,4,3,19,14,9,45
37.753,-122.41,1,3,0,1,2,2,15,1,2,20
37.753,-122.409,1,5,1,10,4,2,24,9,14,49
37.753,-122.408,2,3,1,6,2,3,14,4,8,29
37.753,-122.407,1,1,1,2,1,1,5,4,3,13
37.753,-122.406,2,6,1,7,4,3,28,10,10,51
37.753,-122.405,0,2,1,1,2,0,11,10,2,23
37.753,-122.404,0,2,0,0,1,0,9,2,0,11
37.753,-122.403,0,2,0,0,1,0,8,3,0,11
37.753,-122.402,0,1,1,0,1,0,3,6,0,9
37.753,-122.401,0,2,0,1,1,0,8,3,1,12
37.753,-122.4,0,0,1,0,0,0,0,5,0,5
37.753,-122.399,0,1,0,1,0,0,3,2,1,6
37.753,-122.398,0,1,0,1,1,0,5,3,2,10
37.753,-122.394,0,0,1,1,1,0,1,5,1,7
37.753,-122.393,1,3,1,4,2,1,13,4,5,23
37.753,-122.392,1,3,1,0,2,1,13,7,0,21
37.753,-122.391,0,1,0,1,1,0,6,2,1,9
37.753,-122.39,0,0,0,0,0,0,2,0,0,2
37.753,-122.389,0,0,0,0,0,0,0,3,0,3
37.753,-122.388,1,4,2,2,3,2,17,15,3,37
37.753,-122.387,0,1,0,0,0,0,3,2,0,5
37.753,-122.386,0,0,0,1,0,0,2,0,1,3
37.753,-122.384,0,0,0,1,0,0,1,2,1,4
37.754,-122.509,0,0,0,0,0,0,1,0,0,1
37.754,-122.508,0,1,1,0,1,0,5,4,0,9
37.754,-122.507,0,0,0,0,0,0,1,0,0,1
37.754,-122.506,0,0,0,0,0,0,2,3,0,5
37.754,-122.504,0,1,0,0,0,0,4,1,0,5
37.754,-122.503,0,0,0,0,0,0,0,2,0,2
37.754,-122.502,0,0,0,0,0,0,0,1,0,1
37.754,-122.501,0,0,0,0,0,0,0,1,0,1
37.754,-122.5,0,0,0,0,0,0,1,3,0,4
37.754,-122.499,0,0,0,0,0,0,2,1,0,3
37.754,-122.498,0,0,0,0,0,0,0,1,0,1
37.754,-122.497,0,0,0,1,0,0,1,3,2,6
37.754,-122.496,0,0,0,1,0,0,0,0,2,2
37.754,-122.495,0,0,0,1,0,0,1,0,1,2
37.754,-122.494,0,0,0,0,0,0,1,2,0,3
37.754,-122.493,0,0,0,0,0,0,2,0,0,2
37.754,-122.492,0,0,1,1,0,0,1,4,1,6
37.754,-122.491,0,2,1,1,1,0,7,6,2,15
37.754,-122.49,1,1,1,0,1,1,3,6,0,10
37.754,-122.489,0,4,4,4,4,0,20,30,5,55
37.754,-122.488,0,5,0,0,2,0,24,3,0,27
37.754,-122.486,0,1,0,0,1,0,6,1,0,7
37.754,-122.485,0,0,0,0,0,0,1,2,0,3
37.754,-122.483,0,1,0,0,0,0,3,3,0,6
37.754,-122.482,0,1,1,1,1,0,3,5,1,9
37.754,-122.481,0,0,0,0,0,0,2,0,0,2
37.754,-122.48,0,1,0,1,1,0,4,3,2,9
37.754,-122.479,0,0,0,0,0,0,2,2,0,4
37.754,-122.478,0,2,0,1,1,0,7,3,2,12
37.754,-122.477,0,0,1,0,0,0,1,4,0,5
37.754,-122.476,0,2,0,0,1,0,7,2,0,9
37.754,-122.475,0,1,0,0,0,0,3,1,0,4
37.754,-122.474,0,0,0,0,0,0,1,1,0,2
37.754,-122.469,0,1,0,1,0,0,4,1,1,6
37.754,-122.468,0,0,1,0,1,0,1,6,0,7
37.754,-122.467,0,0,1,0,0,0,2,4,0,6
37.754,-122.466,0,0,0,0,0,0,1,0,0,1
37.754,-122.465,0,0,0,0,0,0,0,2,0,2
37.754,-122.464,0,0,0,0,0,0,1,0,0,1
37.754,-122.459,0,0,0,0,0,0,1,0,0,1
37.754,-122.454,0,1,0,0,0,0,3,1,0,4
37.754,-122.451,0,0,0,0,0,0,0,1,0,1
37.754,-122.45,0,0,0,0,0,0,2,0,0,2
37.754,-122.445,0,2,1,1,1,0,9,5,1,15
37.754,-122.444,0,0,0,0,0,0,0,3,0,3
37.754,-122.443,0,0,1,0,0,0,1,4,0,5
37.754,-122.442,0,0,1,0,1,0,1,7,0,8
37.754,-122.441,0,0,0,0,0,0,2,1,0,3
37.754,-122.44,0,0,0,0,0,0,0,2,0,2
37.754,-122.439,0,1,0,0,0,0,3,2,0,5
37.754,-122.438,0,0,0,0,0,0,2,1,0,3
37.754,-122.437,0,0,0,0,0,0,2,0,0,2
37.754,-122.435,1,0,1,2,1,1,2,5,3,11
37.754,-122.434,0,1,0,0,0,0,3,3,0,6
37.754,-122.433,0,0,0,0,0,0,0,3,0,3
37.754,-122.432,0,1,0,0,0,0,4,1,0,5
37.754,-122.431,1,0,0,0,0,1,2,1,0,4
37.754,-122.43,0,0,0,0,0,0,1,3,0,4
37.754,-122.429,0,0,0,0,0,0,2,2,0,4
37.754,-122.428,0,0,0,0,0,0,0,1,0,1
37.754,-122.427,0,0,0,1,0,0,2,1,1,4
37.754,-122.426,0,0,1,0,0,0,0,5,0,5
37.754,-122.425,0,0,1,0,0,0,0,4,0,4
37.754,-122.424,0,2,1,0,1,0,8,7,0,15
37.754,-122.423,0,1,1,1,1,0,3,8,1,12
37.754,-122.422,0,2,2,0,1,0,7,11,0,18
37.754,-122.421,0,6,1,2,3,0,26,10,3,39
37.754,-122.42,1,1,0,2,1,2,6,2,3,13
37.754,-122.419,0,8,2,4,4,0,36,12,6,54
37.754,-122.418,0,2,0,1,1,0,8,3,2,13
37.754,-122.417,1,1,0,1,0,1,3,0,1,5
37.754,-122.416,0,2,0,1,1,0,7,3,2,12
37.754,-122.415,0,1,1,2,1,0,4,4,3,11
37.754,-122.414,5,3,2,3,3,7,15,12,4,38
37.754,-122.413,0,2,1,4,2,0,10,5,5,20
37.754,-122.412,0,1,1,1,1,0,4,6,2,12
37.754,-122.411,0,0,1,0,0,0,1,4,0,5
37.754,-122.41,1,2,0,4,1,1,7,3,5,16
37.754,-122.409,0,1,1,1,1,0,5,6,2,13
37.754,-122.408,1,5,1,8,3,2,21,5,11,39
37.754,-122.407,0,3,1,0,1,0,14,4,0,18
37.754,-122.406,1,5,2,4,3,1,21,14,6,42
37.754,-122.405,0,4,2,5,3,0,20,11,7,38
37.754,-122.404,1,7,1,0,3,2,30,10,0,42
37.754,-122.403,0,1,0,1,0,0,3,1,1,5
37.754,-122.402,0,2,1,1,1,0,7,10,1,18
37.754,-122.401,0,0,0,0,0,0,0,2,0,2
37.754,-122.399,0,6,2,5,4,0,25,16,7,48
37.754,-122.397,4,21,3,31,13,6,94,20,42,162
37.754,-122.396,4,15,4,27,11,6,69,25,37,137
37.754,-122.395,0,0,0,1,0,0,1,1,1,3
37.754,-122.393,0,2,1,1,1,0,7,7,1,15
37.754,-122.392,0,0,0,0,0,0,1,0,0,1
37.754,-122.391,0,0,1,1,1,0,2,9,1,12
37.754,-122.389,0,0,0,1,0,0,2,1,1,4
37.754,-122.388,0,0,0,0,0,0,1,2,0,3
37.754,-122.387,0,2,0,0,1,0,8,0,0,8
37.754,-122.386,0,1,0,2,1,0,5,2,3,10
37.754,-122.385,0,0,0,0,0,0,1,0,0,1
37.755,-122.509,0,0,0,2,0,0,0,1,3,4
37.755,-122.507,0,0,0,0,0,0,1,1,0,2
37.755,-122.506,0,1,1,1,1,0,6,4,2,12
37.755,-122.505,0,0,0,0,0,0,2,2,0,4
37.755,-122.502,0,0,0,1,0,0,0,1,2,3
37.755,-122.501,0,0,0,0,0,0,1,0,0,1
37.755,-122.496,0,0,0,0,0,0,1,0,0,1
37.755,-122.494,0,0,0,0,0,0,1,0,0,1
37.755,-122.493,0,0,0,0,0,0,1,0,0,1
37.755,-122.492,0,0,0,0,0,0,0,1,0,1
37.755,-122.491,0,0,0,0,0,0,1,0,0,1
37.755,-122.49,0,0,0,0,0,0,1,1,0,2
37.755,-122.489,0,0,0,0,0,0,2,0,0,2
37.755,-122.488,0,1,0,0,0,0,3,1,0,4
37.755,-122.487,0,1,1,0,1,0,3,4,0,7
37.755,-122.486,0,0,0,0,0,0,1,1,0,2
37.755,-122.485,0,0,0,1,0,0,2,1,1,4
37.755,-122.484,0,0,0,1,0,0,1,1,1,3
37.755,-122.483,0,0,0,1,0,0,1,3,2,6
37.755,-122.482,0,0,0,1,0,0,2,0,1,3
37.755,-122.481,0,0,0,0,0,0,2,3,0,5
37.755,-122.48,0,1,0,0,0,0,5,0,0,5
37.755,-122.479,0,0,0,0,0,0,1,0,0,1
37.755,-122.478,1,0,0,1,0,1,1,3,1,6
37.755,-122.477,0,1,0,0,0,0,4,0,0,4
37.755,-122.476,0,0,0,0,0,0,1,1,0,2
37.755,-122.475,0,0,0,0,0,0,0,2,0,2
37.755,-122.474,0,0,0,0,0,0,1,1,0,2
37.755,-122.473,0,0,1,0,1,0,2,9,0,11
37.755,-122.471,0,0,0,0,0,0,0,3,0,3
37.755,-122.468,0,0,0,0,0,0,1,0,0,1
37.755,-122.467,0,0,0,0,0,0,1,1,0,2
37.755,-122.466,0,0,0,0,0,0,1,3,0,4
37.755,-122.465,0,1,0,1,1,0,4,3,1,8
37.755,-122.464,0,0,0,0,0,0,1,1,0,2
37.755,-122.461,0,0,0,0,0,0,2,2,0,4
37.755,-122.46,0,0,0,0,0,0,0,1,0,1
37.755,-122.458,0,0,0,0,0,0,1,0,0,1
37.755,-122.456,0,0,0,0,0,0,2,0,0,2
37.755,-122.449,0,0,0,0,0,0,1,2,0,3
37.755,-122.447,0,0,0,0,0,0,1,1,0,2
37.755,-122.444,0,1,1,1,1,0,6,4,2,12
37.755,-122.443,0,0,0,0,0,0,0,2,0,2
37.755,-122.44,0,2,1,4,2,0,7,10,5,22
37.755,-122.439,0,1,0,1,0,0,3,1,1,5
37.755,-122.438,0,1,1,0,1,0,4,6,0,10
37.755,-122.437,0,1,0,0,0,0,3,0,0,3
37.755,-122.436,0,0,0,0,0,0,2,2,0,4
37.755,-122.435,0,0,0,0,0,0,1,0,0,1
37.755,-122.434,0,0,0,0,0,0,1,2,0,3
37.755,-122.433,0,0,0,0,0,0,2,3,0,5
37.755,-122.432,0,0,0,0,0,0,0,1,0,1
37.755,-122.431,0,1,0,0,1,0,4,3,0,7
37.755,-122.43,0,0,0,0,0,0,1,1,0,2
37.755,-122.429,0,1,0,1,0,0,3,1,1,5
37.755,-122.428,0,0,0,1,0,0,2,0,1,3
37.755,-122.427,0,0,0,0,0,0,1,2,0,3
37.755,-122.426,1,0,0,0,0,1,2,0,0,3
37.755,-122.425,0,0,0,1,0,0,1,2,1,4
37.755,-122.424,0,1,1,1,1,0,5,4,1,10
37.755,-122.423,0,1,1,0,1,0,5,5,0,10
37.755,-122.422,0,1,1,3,1,0,6,4,4,14
37.755,-122.421,1,3,1,4,2,2,13,7,6,28
37.755,-122.42,1,5,1,7,3,1,22,6,10,39
37.755,-122.419,5,17,5,14,11,7,78,36,19,140
37.755,-122.418,0,2,0,4,1,0,11,1,6,18
37.755,-122.417,0,3,0,0,1,0,12,2,0,14
37.755,-122.416,0,1,0,1,0,0,3,1,2,6
37.755,-122.415,0,1,1,0,1,0,6,5,0,11
37.755,-122.414,1,3,1,3,2,2,13,6,4,25
37.755,-122.413,0,2,0,0,1,0,9,1,0,10
37.755,-122.412,0,1,1,1,1,0,3,9,1,13
37.755,-122.411,0,0,1,0,0,0,0,4,0,4
37.755,-122.41,0,1,0,0,1,0,6,1,0,7
37.755,-122.409,0,2,0,3,1,0,9,3,4,16
37.755,-122.408,2,4,1,5,2,3,16,5,7,31
37.755,-122.407,0,5,1,2,3,0,24,8,3,35
37.755,-122.406,0,0,0,0,0,0,1,0,0,1
37.755,-122.404,0,1,1,0,1,0,6,4,0,10
37.755,-122.403,1,2,1,3,1,1,9,4,4,18
37.755,-122.402,0,1,1,1,1,0,5,4,1,10
37.755,-122.401,0,0,0,0,0,0,1,2,0,3
37.755,-122.4,0,0,1,0,0,0,1,4,0,5
37.755,-122.399,0,4,1,0,2,0,16,7,0,23
37.755,-122.398,0,2,1,1,1,0,10,5,1,16
37.755,-122.397,1,2,0,3,1,2,10,1,4,17
37.755,-122.396,0,1,0,2,1,0,6,2,3,11
37.755,-122.395,0,5,1,7,3,0,21,5,10,36
37.755,-122.393,0,0,0,0,0,0,0,3,0,3
37.755,-122.392,0,2,0,1,1,0,8,2,1,11
37.755,-122.391,0,2,1,0,1,0,7,6,0,13
37.755,-122.39,1,1,1,2,1,1,6,7,3,17
37.755,-122.389,0,0,1,1,1,0,2,5,2,9
37.755,-122.388,0,1,1,2,1,0,6,8,3,17
37.755,-122.387,0,2,2,0,2,0,11,14,0,25
37.756,-122.509,0,0,0,0,0,0,1,1,0,2
37.756,-122.508,0,0,1,1,1,0,2,5,1,8
37.756,-122.507,0,0,0,1,0,0,2,1,2,5
37.756,-122.506,0,0,0,0,0,0,1,2,0,3
37.756,-122.505,0,0,0,1,0,0,2,0,2,4
37.756,-122.504,0,0,0,0,0,0,2,2,0,4
37.756,-122.503,0,1,0,0,0,0,3,2,0,5
37.756,-122.501,0,0,0,0,0,0,1,3,0,4
37.756,-122.5,0,0,0,0,0,0,1,3,0,4
37.756,-122.499,0,0,0,0,0,0,1,1,0,2
37.756,-122.498,0,0,0,0,0,0,2,0,0,2
37.756,-122.496,0,0,0,0,0,0,1,1,0,2
37.756,-122.495,0,0,0,0,0,0,1,0,0,1
37.756,-122.494,0,0,0,0,0,0,1,0,0,1
37.756,-122.493,0,0,0,0,0,0,2,2,0,4
37.756,-122.492,0,0,0,0,0,0,0,1,0,1
37.756,-122.491,0,0,0,0,0,0,0,3,0,3
37.756,-122.49,0,0,0,0,0,0,0,2,0,2
37.756,-122.489,0,1,0,0,0,0,4,1,0,5
37.756,-122.488,0,0,0,0,0,0,0,1,0,1
37.756,-122.487,0,0,0,0,0,0,0,1,0,1
37.756,-122.485,0,0,0,0,0,0,0,1,0,1
37.756,-122.484,0,0,0,0,0,0,0,1,0,1
37.756,-122.483,0,0,0,0,0,0,0,1,0,1
37.756,-122.481,0,0,0,0,0,0,0,1,0,1
37.756,-122.48,0,0,0,0,0,0,1,0,0,1
37.756,-122.479,0,0,0,0,0,0,0,1,0,1
37.756,-122.478,0,1,0,0,0,0,3,1,0,4
37.756,-122.477,0,1,0,0,0,0,5,0,0,5
37.756,-122.474,0,1,3,0,2,0,3,22,0,25
37.756,-122.473,0,0,1,0,0,0,0,4,0,4
37.756,-122.472,0,0,0,0,0,0,1,2,0,3
37.756,-122.471,0,1,1,0,1,0,4,7,0,11
37.756,-122.47,0,0,0,0,0,0,0,2,0,2
37.756,-122.468,0,0,0,0,0,0,2,1,0,3
37.756,-122.467,1,0,0,1,0,1,1,1,1,4
37.756,-122.466,0,0,1,0,1,0,1,9,0,10
37.756,-122.465,0,0,0,0,0,0,0,1,0,1
37.756,-122.464,0,0,0,0,0,0,2,1,0,3
37.756,-122.461,0,0,0,0,0,0,2,2,0,4
37.756,-122.454,0,0,0,0,0,0,2,1,0,3
37.756,-122.45,0,0,0,0,0,0,1,1,0,2
37.756,-122.444,0,0,0,0,0,0,0,1,0,1
37.756,-122.443,0,0,0,0,0,0,2,2,0,4
37.756,-122.442,0,0,0,0,0,0,0,1,0,1
37.756,-122.441,0,1,1,0,1,0,5,4,0,9
37.756,-122.44,0,0,0,0,0,0,1,0,0,1
37.756,-122.439,0,0,1,0,0,0,1,5,0,6
37.756,-122.437,0,0,0,1,0,0,0,3,1,4
37.756,-122.436,0,0,0,1,0,0,1,2,1,4
37.756,-122.435,1,2,0,1,1,1,7,0,1,9
37.756,-122.434,0,0,0,0,0,0,0,1,0,1
37.756,-122.432,0,0,1,0,0,0,1,5,0,6
37.756,-122.431,0,0,1,0,0,0,1,4,0,5
37.756,-122.43,0,0,1,0,0,0,1,4,0,5
37.756,-122.429,0,1,1,0,1,0,5,7,0,12
37.756,-122.428,0,0,0,0,0,0,2,3,0,5
37.756,-122.427,0,1,0,0,0,0,3,3,0,6
37.756,-122.426,0,0,0,0,0,0,0,2,0,2
37.756,-122.425,0,0,0,0,0,0,1,0,0,1
37.756,-122.424,0,1,0,0,0,0,4,2,0,6
37.756,-122.423,0,3,1,1,2,0,14,4,1,19
37.756,-122.422,0,0,0,2,1,0,2,2,3,7
37.756,-122.421,2,4,0,1,2,3,18,3,2,26
37.756,-122.42,0,1,0,1,0,0,3,1,1,5
37.756,-122.419,1,6,2,11,4,1,28,11,15,55
37.756,-122.418,2,5,4,1,4,3,24,24,1,52
37.756,-122.417,2,7,1,4,4,3,32,8,6,49
37.756,-122.416,0,1,1,1,1,0,6,8,2,16
37.756,-122.415,1,4,1,6,3,2,19,10,8,39
37.756,-122.414,1,3,1,4,2,1,14,9,5,29
37.756,-122.413,1,2,0,1,1,1,11,2,2,16
37.756,-122.412,1,1,0,1,1,1,3,2,1,7
37.756,-122.411,0,1,1,0,1,0,3,5,0,8
37.756,-122.41,0,0,1,1,1,0,1,6,1,8
37.756,-122.409,0,2,0,1,1,0,7,2,1,10
37.756,-122.408,0,1,1,3,1,0,6,4,4,14
37.756,-122.407,21,100,10,100,54,31,447,68,135,681
37.756,-122.403,0,0,0,0,0,0,0,1,0,1
37.756,-122.402,0,0,1,0,0,0,1,4,0,5
37.756,-122.401,0,0,2,2,1,0,2,13,3,18
37.756,-122.4,1,0,1,0,1,1,0,7,0,8
37.756,-122.399,0,1,0,0,1,0,6,3,0,9
37.756,-122.398,0,0,0,0,0,0,1,3,0,4
37.756,-122.396,0,1,0,3,1,0,5,2,4,11
37.756,-122.393,0,0,1,0,1,0,2,5,0,7
37.756,-122.389,1,1,0,0,0,1,3,1,0,5
37.756,-122.387,0,0,0,0,0,0,0,2,0,2
37.756,-122.385,2,0,0,0,0,3,0,1,0,4
37.757,-122.509,0,0,0,2,1,0,2,2,3,7
37.757,-122.508,0,1,0,0,0,0,3,0,0,3
37.757,-122.506,0,0,0,0,0,0,0,2,0,2
37.757,-122.505,0,0,0,0,0,0,1,0,0,1
37.757,-122.504,0,0,0,0,0,0,1,2,0,3
37.757,-122.503,0,0,0,0,0,0,1,0,0,1
37.757,-122.502,0,0,0,0,0,0,1,2,0,3
37.757,-122.499,0,0,0,0,0,0,1,0,0,1
37.757,-122.498,0,0,0,0,0,0,1,0,0,1
37.757,-122.497,0,0,0,0,0,0,0,3,0,3
37.757,-122.495,0,0,0,0,0,0,1,1,0,2
37.757,-122.494,0,0,0,0,0,0,0,1,0,1
37.757,-122.491,0,0,0,0,0,0,1,0,0,1
37.757,-122.49,0,0,0,0,0,0,0,1,0,1
37.757,-122.489,0,0,0,0,0,0,1,1,0,2
37.757,-122.488,1,0,0,0,0,1,2,1,0,4
37.757,-122.487,0,0,1,0,0,0,1,5,0,6
37.757,-122.485,0,0,1,0,0,0,0,4,0,4
37.757,-122.484,0,1,0,0,0,0,4,1,0,5
37.757,-122.483,0,0,0,0,0,0,1,0,0,1
37.757,-122.482,0,0,1,0,0,0,2,4,0,6
37.757,-122.481,0,1,0,0,0,0,3,1,0,4
37.757,-122.48,0,1,0,1,1,0,5,1,2,8
37.757,-122.479,0,0,0,0,0,0,2,1,0,3
37.757,-122.478,0,0,0,1,0,0,1,0,1,2
37.757,-122.477,0,1,0,1,1,0,5,3,1,9
37.757,-122.476,0,0,0,0,0,0,1,2,0,3
37.757,-122.475,0,0,0,0,0,0,0,2,0,2
37.757,-122.474,0,1,1,0,1,0,3,5,0,8
37.757,-122.473,0,0,0,0,0,0,0,3,0,3
37.757,-122.472,0,0,0,0,0,0,0,1,0,1
37.757,-122.47,0,0,0,0,0,0,0,2,0,2
37.757,-122.469,0,0,0,0,0,0,2,3,0,5
37.757,-122.468,0,0,0,1,0,0,0,2,1,3
37.757,-122.467,0,1,3,1,2,0,6,17,1,24
37.757,-122.466,0,1,1,1,1,0,3,6,1,10
37.757,-122.461,0,0,0,0,0,0,1,0,0,1
37.757,-122.46,0,0,0,0,0,0,0,1,0,1
37.757,-122.457,0,0,0,0,0,0,2,2,0,4
37.757,-122.454,0,0,0,0,0,0,1,0,0,1
37.757,-122.452,0,0,0,0,0,0,0,1,0,1
37.757,-122.45,0,0,0,0,0,0,0,1,0,1
37.757,-122.448,0,0,0,0,0,0,2,1,0,3
37.757,-122.447,0,1,1,0,1,0,4,7,0,11
37.757,-122.446,0,0,0,0,0,0,0,1,0,1
37.757,-122.445,0,0,0,0,0,0,1,2,0,3
37.757,-122.444,0,1,0,1,1,0,4,3,1,8
37.757,-122.443,0,1,1,1,1,0,4,6,1,11
37.757,-122.442,0,0,0,1,0,0,2,3,1,6
37.757,-122.441,0,1,1,0,1,0,3,4,0,7
37.757,-122.44,0,0,0,0,0,0,1,3,0,4
37.757,-122.439,0,0,0,0,0,0,1,1,0,2
37.757,-122.438,0,2,1,0,1,0,9,7,0,16
37.757,-122.437,0,0,0,0,0,0,2,2,0,4
37.757,-122.436,0,0,0,0,0,0,2,0,0,2
37.757,-122.434,0,0,0,0,0,0,2,1,0,3
37.757,-122.432,0,0,0,0,0,0,0,1,0,1
37.757,-122.431,0,1,0,0,0,0,3,2,0,5
37.757,-122.43,0,0,0,0,0,0,1,0,0,1
37.757,-122.429,0,0,1,0,0,0,0,4,0,4
37.757,-122.428,1,2,0,0,1,1,7,1,0,9
37.757,-122.427,0,1,1,0,1,0,5,7,0,12
37.757,-122.426,0,1,0,0,1,0,6,3,0,9
37.757,-122.425,1,1,0,1,1,1,6,1,1,9
37.757,-122.424,1,1,0,0,1,1,6,1,0,8
37.757,-122.423,0,1,2,1,2,0,5,13,1,19
37.757,-122.422,1,2,1,1,1,2,8,6,1,17
37.757,-122.421,1,4,1,4,2,1,17,7,5,30
37.757,-122.42,1,2,1,1,1,1,9,5,2,17
37.757,-122.419,0,8,1,4,4,0,35,9,5,49
37.757,-122.418,5,7,1,1,4,7,33,4,1,45
37.757,-122.417,1,4,1,2,2,1,18,9,3,31
37.757,-122.416,1,5,1,9,3,2,23,6,12,43
37.757,-122.415,1,1,1,1,1,1,6,9,2,18
37.757,-122.414,0,0,0,0,0,0,1,0,0,1
37.757,-122.413,0,3,1,3,2,0,15,9,4,28
37.757,-122.412,1,1,1,1,1,2,6,7,1,16
37.757,-122.411,1,4,1,1,2,1,18,9,1,29
37.757,-122.41,1,1,1,1,1,1,5,4,1,11
37.757,-122.409,0,0,1,0,1,0,2,5,0,7
37.757,-122.408,0,0,0,0,0,0,1,2,0,3
37.757,-122.407,1,17,3,10,9,1,76,18,14,109
37.757,-122.406,1,1,0,0,0,1,4,0,0,5
37.757,-122.405,0,1,0,0,0,0,3,2,0,5
37.757,-122.404,0,0,0,0,0,0,2,3,0,5
37.757,-122.403,0,0,1,3,1,0,1,4,4,9
37.757,-122.402,0,0,0,0,0,0,1,0,0,1
37.757,-122.401,0,0,0,0,0,0,1,1,0,2
37.757,-122.4,1,0,2,0,1,2,2,14,0,18
37.757,-122.399,1,1,0,4,1,1,6,1,5,13
37.757,-122.398,1,0,1,0,1,2,2,5,0,9
37.757,-122.396,0,3,1,4,2,0,14,4,6,24
37.757,-122.395,0,5,0,7,3,0,23,3,10,36
37.757,-122.391,0,0,0,0,0,0,0,1,0,1
37.757,-122.389,1,1,1,1,1,1,6,7,1,15
37.757,-122.388,1,1,2,1,2,1,4,12,2,19
37.757,-122.387,0,1,1,0,1,0,3,4,0,7
37.758,-122.509,1,0,0,0,0,1,1,1,0,3
37.758,-122.508,0,2,1,6,2,0,7,4,8,19
37.758,-122.507,0,1,0,0,0,0,3,2,0,5
37.758,-122.506,0,1,0,0,0,0,3,2,0,5
37.758,-122.505,0,0,0,0,0,0,1,2,0,3
37.758,-122.504,0,0,0,0,0,0,0,3,0,3
37.758,-122.503,0,0,0,0,0,0,2,1,0,3
37.758,-122.502,0,0,0,0,0,0,1,0,0,1
37.758,-122.501,0,0,0,0,0,0,1,0,0,1
37.758,-122.5,0,0,0,1,0,0,0,0,1,1
37.758,-122.499,0,0,0,0,0,0,1,3,0,4
37.758,-122.498,0,0,0,0,0,0,1,2,0,3
37.758,-122.497,0,0,0,0,0,0,2,1,0,3
37.758,-122.496,0,0,0,0,0,0,1,1,0,2
37.758,-122.495,0,0,1,0,0,0,0,5,0,5
37.758,-122.494,0,0,0,1,0,0,1,0,1,2
37.758,-122.493,0,0,0,0,0,0,1,1,0,2
37.758,-122.492,0,1,0,0,0,0,3,0,0,3
37.758,-122.491,0,0,0,2,0,0,1,2,3,6
37.758,-122.49,0,0,0,0,0,0,1,0,0,1
37.758,-122.489,0,0,0,0,0,0,0,1,0,1
37.758,-122.487,0,0,0,0,0,0,1,1,0,2
37.758,-122.486,0,1,0,1,0,0,3,0,1,4
37.758,-122.485,0,0,0,0,0,0,0,2,0,2
37.758,-122.484,0,0,0,0,0,0,2,2,0,4
37.758,-122.483,0,0,0,0,0,0,0,2,0,2
37.758,-122.482,0,1,0,0,0,0,3,1,0,4
37.758,-122.481,0,1,0,0,0,0,3,1,0,4
37.758,-122.48,0,0,0,0,0,0,0,1,0,1
37.758,-122.479,0,0,0,0,0,0,1,2,0,3
37.758,-122.477,3,2,0,1,1,4,8,2,2,16
37.758,-122.476,0,0,0,0,0,0,0,2,0,2
37.758,-122.475,0,0,0,0,0,0,0,1,0,1
37.758,-122.474,0,0,0,0,0,0,0,2,0,2
